chorus_path,title,artist,rank,year,popularity,file_path
choruss\She Had Me At Heads Carolina_chorus.wav,She Had Me At Heads Carolina,Cole Swindell,46,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\She Had Me At Heads Carolina.mp3
choruss\Vegas_chorus.wav,Vegas,Doja Cat,47,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Vegas.mp3
choruss\Pushin P_chorus.wav,Pushin P,Gunna & Future Featuring Young Thug,48,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Pushin P.mp3
choruss\Buy Dirt_chorus.wav,Buy Dirt,Jordan Davis Featuring Luke Bryan,49,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Buy Dirt.mp3
choruss\I Hate U_chorus.wav,I Hate U,SZA,50,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\I Hate U.mp3
choruss\Boyfriend_chorus.wav,Boyfriend,Dove Cameron,51,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Boyfriend.mp3
choruss\Glimpse Of Us_chorus.wav,Glimpse Of Us,Joji,52,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Glimpse Of Us.mp3
choruss\Surface Pressure_chorus.wav,Surface Pressure,Jessica Darrow,53,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Surface Pressure.mp3
choruss\Fall In Love_chorus.wav,Fall In Love,Bailey Zimmerman,54,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Fall In Love.mp3
choruss\Love Nwantiti (Ah Ah Ah)_chorus.wav,Love Nwantiti (Ah Ah Ah),CKay,55,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Love Nwantiti (Ah Ah Ah).mp3
choruss\Super Freaky Girl_chorus.wav,Super Freaky Girl,Nicki Minaj,56,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Super Freaky Girl.mp3
choruss\Hrs And Hrs_chorus.wav,Hrs And Hrs,Muni Long,57,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Hrs And Hrs.mp3
choruss\Sand In My Boots_chorus.wav,Sand In My Boots,Morgan Wallen,58,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Sand In My Boots.mp3
choruss\MAMIII_chorus.wav,MAMIII,Becky G X Karol G,59,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\MAMIII.mp3
choruss\Knife Talk_chorus.wav,Knife Talk,Drake Featuring 21 Savage & Project Pat,60,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Knife Talk.mp3
choruss\AA_chorus.wav,AA,Walker Hayes,61,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\AA.mp3
choruss\Sweetest Pie_chorus.wav,Sweetest Pie,Megan Thee Stallion & Dua Lipa,62,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Sweetest Pie.mp3
choruss\Provenza_chorus.wav,Provenza,Karol G,63,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Provenza.mp3
choruss\Essence_chorus.wav,Essence,Wizkid Featuring Justin Bieber & Tems,64,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Essence.mp3
choruss\All I Want For Christmas Is You_chorus.wav,All I Want For Christmas Is You,Mariah Carey,65,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\All I Want For Christmas Is You.mp3
choruss\Bam Bam_chorus.wav,Bam Bam,Camila Cabello Featuring Ed Sheeran,66,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Bam Bam.mp3
choruss\5 Foot 9_chorus.wav,5 Foot 9,Tyler Hubbard,67,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\5 Foot 9.mp3
choruss\Get Into It (Yuh)_chorus.wav,Get Into It (Yuh),Doja Cat,68,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Get Into It (Yuh).mp3
choruss\Efecto_chorus.wav,Efecto,Bad Bunny,69,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Efecto.mp3
choruss\Rock And A Hard Place_chorus.wav,Rock And A Hard Place,Bailey Zimmerman,70,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Rock And A Hard Place.mp3
choruss\Doin' This_chorus.wav,Doin' This,Luke Combs,71,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Doin' This.mp3
choruss\Oh My God_chorus.wav,Oh My God,Adele,72,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Oh My God.mp3
choruss\Better Days_chorus.wav,Better Days,NEIKED X Mae Muller X Polo G,73,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Better Days.mp3
choruss\Meet Me At Our Spot_chorus.wav,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,74,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Meet Me At Our Spot.mp3
choruss\Fingers Crossed_chorus.wav,Fingers Crossed,Lauren Spencer-Smith,75,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Fingers Crossed.mp3
choruss\All Too Well (Taylor's Version)_chorus.wav,All Too Well (Taylor's Version),Taylor Swift,76,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\All Too Well (Taylor's Version).mp3
choruss\Party_chorus.wav,Party,Bad Bunny & Rauw Alejandro,77,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Party.mp3
,Despues de La Playa,Bad Bunny,78,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Despues de La Playa.mp3
choruss\You Should Probably Leave_chorus.wav,You Should Probably Leave,Chris Stapleton,79,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\You Should Probably Leave.mp3
choruss\Rockin' Around The Christmas Tree_chorus.wav,Rockin' Around The Christmas Tree,Brenda Lee,80,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Rockin' Around The Christmas Tree.mp3
choruss\Broadway Girls_chorus.wav,Broadway Girls,Lil Durk Featuring Morgan Wallen,81,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Broadway Girls.mp3
choruss\Take My Name_chorus.wav,Take My Name,Parmalee,82,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Take My Name.mp3
choruss\What Happened To Virgil_chorus.wav,What Happened To Virgil,Lil Durk Featuring Gunna,83,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\What Happened To Virgil.mp3
choruss\Puffin On Zootiez_chorus.wav,Puffin On Zootiez,Future,84,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Puffin On Zootiez.mp3
choruss\Like I Love Country Music_chorus.wav,Like I Love Country Music,Kane Brown,85,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Like I Love Country Music.mp3
choruss\Jingle Bell Rock_chorus.wav,Jingle Bell Rock,Bobby Helms,86,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Jingle Bell Rock.mp3
choruss\Ojitos Lindos_chorus.wav,Ojitos Lindos,Bad Bunny & Bomba Estereo,87,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Ojitos Lindos.mp3
choruss\Trouble With A Heartbreak_chorus.wav,Trouble With A Heartbreak,Jason Aldean,88,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Trouble With A Heartbreak.mp3
choruss\A Holly Jolly Christmas_chorus.wav,A Holly Jolly Christmas,Burl Ives,89,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\A Holly Jolly Christmas.mp3
choruss\Kiss Me More_chorus.wav,Kiss Me More,Doja Cat Featuring SZA,90,2022,Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Kiss Me More.mp3
choruss\She Likes It_chorus.wav,She Likes It,Russell Dickerson & Jake Scott,91,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\She Likes It.mp3
choruss\Never Say Never_chorus.wav,Never Say Never,Cole Swindell / Lainey Wilson,92,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Never Say Never.mp3
choruss\Damn Strait_chorus.wav,Damn Strait,Scotty McCreery,93,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Damn Strait.mp3
choruss\She's All I Wanna Be_chorus.wav,She's All I Wanna Be,Tate McRae,94,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\She's All I Wanna Be.mp3
choruss\Last Night Lonely_chorus.wav,Last Night Lonely,Jon Pardi,95,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Last Night Lonely.mp3
choruss\Flower Shops_chorus.wav,Flower Shops,ERNEST Featuring Morgan Wallen,96,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Flower Shops.mp3
choruss\To The Moon!_chorus.wav,To The Moon!,JNR CHOI & Sam Tompkins,97,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\To The Moon!.mp3
choruss\Unholy_chorus.wav,Unholy,Sam Smith & Kim Petras,98,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Unholy.mp3
choruss\One Mississippi_chorus.wav,One Mississippi,Kane Brown,99,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\One Mississippi.mp3
choruss\Circles Around This Town_chorus.wav,Circles Around This Town,Maren Morris,100,2022,Not Popular,C:\Users\lenovo\Documents\gitt\major project technolabs 1\Building-a-Model-to-Predict-Hit-Songs-Using-Repeated-Chorus\audio_files\Circles Around This Town.mp3
